count,start_station_id,start_station_name,start_station_longitude,start_station_latitude
57284,487,E 20 St & FDR Drive,-73.97573881,40.73314259
57431,507,E 25 St & 2 Ave,-73.97973776,40.73912601
57569,518,E 39 St & 2 Ave,-73.9734419,40.74780373
57908,237,E 11 St & 2 Ave,-73.98672378,40.73047309
58017,545,E 23 St & 1 Ave,-73.97809472,40.736502
58500,3233,E 48 St & 5 Ave,-73.97805914282799,40.75724567911726
58702,450,W 49 St & 8 Ave,-73.98788205,40.76227205
58820,517,Pershing Square South,-73.97791,40.751581
59661,3260,Mercer St & Bleecker St,-73.99662137031554,40.72706363348306
59775,466,W 25 St & 6 Ave,-73.99144871,40.74395411
59796,458,11 Ave & W 27 St,-74.005226,40.751396
60456,498,Broadway & W 32 St,-73.98808416,40.74854862
60812,494,W 26 St & 8 Ave,-73.99723551,40.74734825
61146,496,E 16 St & 5 Ave,-73.99238967,40.73726186
61489,483,E 12 St & 3 Ave,-73.98889957,40.73223272
61810,3141,1 Ave & E 68 St,-73.95818491,40.76500525
61918,479,9 Ave & W 45 St,-73.9912551,40.76019252
61931,457,Broadway & W 58 St,-73.98169333,40.76695317
62641,442,W 27 St & 7 Ave,-73.993915,40.746647
63190,509,9 Ave & W 22 St,-74.00197139,40.7454973
63591,405,Washington St & Gansevoort St,-74.008119,40.739323
64033,3427,Lafayette St & Jersey St,-73.99600982666016,40.72430527250332
64298,472,E 32 St & Park Ave,-73.98194829,40.7457121
64438,486,Broadway & W 29 St,-73.98855723,40.7462009
64558,453,W 22 St & 8 Ave,-73.99915362,40.74475148
64834,127,Barrow St & Hudson St,-74.00674436,40.73172428
64917,128,MacDougal St & Prince St,-74.00297088,40.72710258
65111,482,W 15 St & 7 Ave,-73.99931783,40.73935542
65836,462,W 22 St & 10 Ave,-74.00451887,40.74691959
66666,173,Broadway & W 49 St,-73.9845272898674,40.76068327096592
67529,432,E 7 St & Avenue A,-73.98379855,40.72621788
68702,327,Vesey Pl & River Terrace,-74.01658354,40.7153379
68758,446,W 24 St & 7 Ave,-73.99529885,40.74487634
69156,3660,W 16 St & 8 Ave,-74.001384973526,40.741021509002664
70607,445,E 10 St & Avenue A,-73.98142006,40.72740794
71251,491,E 24 St & Park Ave S,-73.98602213,40.74096374
71899,465,Broadway & W 41 St,-73.98658032,40.75513557
71949,504,1 Ave & E 16 St,-73.98165557,40.73221853
72761,3435,Grand St & Elizabeth St,-73.99596,40.718822
73206,3164,Columbus Ave & W 72 St,-73.97898475,40.7770575
74408,523,W 38 St & 8 Ave,-73.99138152,40.75466591
74589,387,Centre St & Chambers St,-74.0046073,40.71273266
75962,168,W 18 St & 6 Ave,-73.99456405,40.73971301
77474,151,Cleveland Pl & Spring St,-73.99724900722504,40.722103786686034
77929,3263,Cooper Square & Astor Pl,-73.99075269699097,40.72951496224949
79265,492,W 33 St & 7 Ave,-73.99093085,40.75019995
79843,3641,Broadway & W 25 St,-73.98918628692627,40.74286877312112
79945,505,6 Ave & W 33 St,-73.98848395,40.74901271
79994,359,E 47 St & Park Ave,-73.97498696,40.75510267
80522,382,University Pl & E 14 St,-73.99200509,40.73492695
80654,379,W 31 St & 7 Ave,-73.9916,40.749156
80850,229,Great Jones St,-73.99379025,40.72743423
81038,3002,South End Ave & Liberty St,-74.015756,40.711512
81154,459,W 20 St & 11 Ave,-74.007756,40.746745
82353,2006,Central Park S & 6 Ave,-73.97634151,40.76590936
82499,358,Christopher St & Greenwich St,-74.00711384,40.73291553
83239,281,Grand Army Plaza & Central Park S,-73.97371465,40.7643971
85706,368,Carmine St & 6 Ave,-74.00214988,40.73038599
86442,514,12 Ave & W 40 St,-74.00277668,40.76087502
86872,3255,8 Ave & W 31 St,-73.9946848154068,40.7505853470215
88955,293,Lafayette St & E 8 St,-73.99102628231049,40.73020660529954
91531,499,Broadway & W 60 St,-73.98191841,40.76915505
92216,490,8 Ave & W 33 St,-73.993934,40.751551
93800,477,W 41 St & 8 Ave,-73.9900262,40.75640548
99044,426,West St & Chambers St,-74.01322069,40.71754834
99928,285,Broadway & E 14 St,-73.99074142,40.73454567
112874,402,Broadway & E 22 St,-73.98955109,40.7403432
114883,435,W 21 St & 6 Ave,-73.99415556,40.74173969
116195,497,E 17 St & Broadway,-73.99009296,40.73704984
160522,519,Pershing Square North,-73.977706,40.751873
